Load,Inserted_Items,Failed_Insertions,Insert_Time,Insert_Throughput,Existing_Lookup_Items,Existing_Lookup_Time,Existing_Lookup_Throughput,True_Positive_Count,True_Positive_Rate,Non_Existing_Lookup_Items,Non_Existing_Lookup_Time,Non_Existing_Lookup_Throughput,True_Negative_Count,True_Negative_Rate,False_Positive_Count,False_Positive_Rate,Deleted_Items,Delete_Time,Delete_Throughput

